id,name,coordinate_status,booth_location,candidate_longitude,candidate_latitude,anchor_kind,anchor,constraint_distance_m,secondary_named_anchor,secondary_named_distance_m,secondary_identity_anchor,secondary_identity_match_class,secondary_identity_distance_m,secondary_identity_url,location_check,publication_decision
3684.1,Hamline Church Dining Hall,verified,North side of Dan Patch Ave. between Underwood & Cooper streets,-93.1698412,44.9814379,street_segment,Dan Patch Avenue between Underwood Street and Cooper Street,35.3,,,Hamline Church Dining Hall,exact_named_place,0.0,https://www.openstreetmap.org/way/177770015,manual_review_conflicting_constraints,retain_verified_with_landmark_exception_review
3450.1,The Hangar,verified,"On the northeast corner of Underwood St. and Murphy Ave., at the North End",-93.1702407,44.9873662,street_corner,Underwood Street & Murphy Avenue,24.4,,,The Hangar,exact_named_place,0.0,https://www.openstreetmap.org/way/164878256,manual_review_15_to_30m,retain_verified
2477.1,Hawaiian Shaved Ice,approximate,North side of Dan Patch Ave. between Underwood & Cooper streets,-93.1705770573,44.9812055388,street_segment,Dan Patch Avenue between Underwood Street and Cooper Street,9.8,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2493.1,Henry's Kettle Korn,approximate,"East side of Cooper St. between Lee & Randall avenues, at The North Woods",-93.168983431,44.9847700149,street_segment,Cooper Street between Lee Avenue and Randall Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
5836.1,The Herbivorous Butcher,approximate,"In the Food Building, west section, south wall",-93.170328132,44.9801137,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3790.1,The Hideaway Speakeasy,verified,"In the Grandstand, upper level, west section",-93.1738435,44.9812464,unparsed,,,,,Midway Parkway,no_named_place_match,552.6,https://www.openstreetmap.org/way/917065664,unparsed,retain_verified
3689.1,Holy Land,approximate,"At the International Bazaar, southeast corner",-93.16852394,44.97799,named_place_or_building,International Bazaar,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2196.2,Ice Cold Root Beer,approximate,East side of Nelson St. between Carnes & Judson avenues,-93.1720368711,44.9785924,street_segment,Nelson Street between Carnes Avenue and Judson Avenue,9.0,,,1919 Root Beer,no_named_place_match,295.4,https://www.openstreetmap.org/node/7223510632,consistent_with_written_location,manual_evidence_required
13242.1,Iemochi Japanese Confections,approximate,"At the International Bazaar, south wall",-93.1689842786,44.9779588466,named_place_or_building,International Bazaar,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2569.1,iPierogi,approximate,"In the Food Building, south wall",-93.169815853846,44.980213683453,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2561.1,Isabel Burke's Taffy,approximate,"Between Underwood & Cooper streets, outside south side of the Food Building",-93.1698500927,44.9799973,named_place_or_building,Food Building,6.2,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2565.1,Italian Junction,verified,South side of Dan Patch Ave. between Nelson & Underwood streets,-93.1714778,44.9809592,street_segment,Dan Patch Avenue between Nelson Street and Underwood Street,11.0,,,Italian Junction,exact_named_place,0.0,https://www.openstreetmap.org/way/177770088,consistent_with_written_location,retain_verified
2582.1,Java Jive,verified,South side of West Dan Patch Ave. between Liggett & Chambers streets,-93.1750625,44.9806875,street_segment,West Dan Patch Avenue between Liggett Street and Chambers Street,5.5,,,Java Jive,exact_named_place,5.7,https://www.openstreetmap.org/way/1211896526,consistent_with_written_location,retain_verified
239.1,The Jerky Shoppe,approximate,"In the Grandstand, lower level, west wall, row 10",-93.174590014103,44.981971783556,unparsed,,,,,,no_named_place_match,,,unparsed,manual_evidence_required
7741.1,Jive Turkey BBQ,approximate,North side of Lee Ave. between Underwood & Cooper streets,-93.1699960316,44.9859884093,street_segment,Lee Avenue between Underwood Street and Cooper Street,17.9,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
4847.1,JJ Vescio's,verified,"East of Chambers St., just south of the Grandstand",-93.1738345,44.9807007,street_corridor,Chambers Street,41.3,,,Vescio's at the Fair,strong_named_place,0.0,https://www.openstreetmap.org/way/177770119,manual_review_conflicting_constraints,retain_verified_with_landmark_exception_review
3695.1,JonnyPops,approximate,"At West End Market, center section",-93.176282873718,44.981753212453,unparsed,,,,,,no_named_place_match,,,unparsed,manual_evidence_required
2604.1,Juanita's Fajitas,approximate,"West of Nelson St., just south of the Grandstand",-93.1722740144,44.9804592321,street_corridor,Nelson Street,8.9,,,Kiwanis Malts,no_named_place_match,510.6,https://www.openstreetmap.org/way/773881582,consistent_with_written_location,manual_evidence_required
2122.1,Kathie's Cotton Candy,approximate,West side of Liggett St. between Carnes & Judson avenues,-93.1754922935,44.9798653706,street_segment,Liggett Street between Carnes Avenue and Judson Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2122.2,Kathie's Cotton Candy,approximate,"West of Nelson St., just south of the Grandstand",-93.1720304289,44.9810130612,street_corridor,Nelson Street,1.3,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2122.3,Kathie's Cotton Candy,approximate,West side of Liggett St. between West Dan Patch & Carnes avenues,-93.175379328846,44.98039981295,street_segment,Liggett Street between West Dan Patch Avenue and Carnes Avenue,0.8,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2607.1,Katie's Famous Sweet Tea,approximate,At Mighty Midway,-93.177235873077,44.980200388489,named_place_or_building,Midway Lot,6.1,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3986.1,Key Lime Pie Bar,approximate,"West side of Cooper St., just north of the Agriculture Horticulture Building",-93.1702941,44.9792257,named_place_or_building,Agriculture Horticulture Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
11408.1,Kiwanis Malts,approximate,East side of Cosgrove St. between the Fine Arts Center & 4-H Building,-93.16738162,44.98408535,named_place_or_building,Fine Arts Center,0.0,,,Kiwanis Malts,exact_named_place,33.6,https://www.openstreetmap.org/way/773881582,consistent_with_written_location,manual_evidence_required
3699.1,Kora & Mila's Cookie Dough,approximate,South side of Dan Patch Ave. between Cooper & Cosgrove streets,-93.1681436573,44.9810459612,street_segment,Dan Patch Avenue between Cooper Street and Cosgrove Street,8.9,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
10432.1,Kosharina Egyptian Cuisine,approximate,Located south of the Grandstand Building under the Grandstand Ramp,-93.173359,44.980671,street_corridor,Grandstand Ramp,1.1,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2120.2,L & B Cotton Candy,approximate,Northwest corner of Dan Patch Ave. & Underwood St.,-93.1706533432,44.981214532,street_corner,Dan Patch Avenue & Underwood Street,14.1,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2120.3,L & B Cotton Candy,approximate,Southwest corner of Carnes Ave. & Nelson St.,-93.1721706859,44.979795668,street_corner,Carnes Avenue & Nelson Street,11.7,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2120.1,L & B Cotton Candy,approximate,South side of Judson Ave. between Nelson & Underwood streets,-93.1710492812,44.9784947065,street_segment,Judson Avenue between Nelson Street and Underwood Street,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
241.1,Leimon's Pizzeria,approximate,At Mighty Midway,-93.175851257692,44.979704892994,named_place_or_building,Midway Lot,7.6,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
5171.1,Libby's Ice Cream & Co.,approximate,"Located south of the Grandstand Building, under the Grandstand Ramp",-93.1733509427,44.9810026612,street_corridor,Grandstand Ramp,3.1,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2681.1,Libby's Soft Serve 16 Flavors,approximate,East side of Cosgrove St. outside the Education Building,-93.167894653846,44.982555949367,named_place_or_building,Education Building,10.4,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3477.1,Licorice Ropes,approximate,"In the Grandstand, lower level, east section",-93.172642234615,44.981200253165,unparsed,,,,,State Fair Corn Roast,no_named_place_match,83.9,https://www.openstreetmap.org/way/177770081,unparsed,manual_evidence_required
3386.2,Loon Lake Iced Tea,approximate,West side of Underwood St. between Wright & Dan Patch avenues,-93.1706037289,44.9832551,street_segment,Underwood Street between Wright Avenue and Dan Patch Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2708.1,Luigi Fries,approximate,Northeast corner of Carnes Ave. & Nelson St.,-93.1719672568,44.979975532,street_corner,Carnes Avenue & Nelson Street,14.1,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
1416.1,LuLu's Public House,verified,"At West End Market, south of Schilling Amphitheater",-93.1776071,44.9812286,named_place_or_building,Schilling Amphitheater,29.2,,,Lulu's Public House,exact_named_place,0.0,https://www.openstreetmap.org/way/177770113,manual_review_15_to_30m,retain_verified
9067.1,Lumpia City,approximate,West side of Liggett St. between Carnes & Judson avenues,-93.1754919595,44.9798461822,street_segment,Liggett Street between Carnes Avenue and Judson Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2710.1,The Lunch Box,verified,"East side of Cooper St. between Wright & Dan Patch avenues, south of the Home Improvement Building",-93.1689096,44.9816333,street_segment,Cooper Street between Wright Avenue and Dan Patch Avenue,19.0,Home Improvement Building,7.4,The Lunch Box,exact_named_place,2.9,https://www.openstreetmap.org/way/177770098,manual_review_15_to_30m,retain_verified
2673.1,Luther Auto Pit Stop,approximate,"East side of Cooper St. between Dan Patch and Judson avenues, just south of the Bandshell",-93.169006117308,44.979987669065,street_segment,Cooper Street between Dan Patch Avenue and Judson Avenue,1.9,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2719.1,Lynn's Lefse,approximate,"In the Food Building, south wall",-93.1699263786,44.9801448534,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2727.1,Mac's Grille,approximate,"In the Food Building, south wall",-93.169814006238,44.980146708644,named_place_or_building,Food Building,0.0,,,Andy's Grille,no_named_place_match,344.7,https://www.openstreetmap.org/node/12136098524,consistent_with_written_location,manual_evidence_required
10914.1,Magdalena's Chimney Cakes,approximate,North side of Judson Ave. between Clough & Nelson streets,-93.1735834,44.9786708388,street_segment,Judson Avenue between Clough Street and Nelson Street,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
198.1,Mancini's al Fresco,verified,North side of Carnes Ave. between Nelson & Underwood streets,-93.1716697,44.9801006,street_segment,Carnes Avenue between Nelson Street and Underwood Street,23.7,,,Mancini's / French Crepes,no_named_place_match,0.0,https://www.openstreetmap.org/way/177770021,manual_review_15_to_30m,retain_verified
2737.1,Manny's Tortas,approximate,"In the Food Building, northeast section",-93.169646675,44.9807636,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2743.1,Mario's,approximate,"In the Food Building, northwest section",-93.1701806536,44.9807947534,named_place_or_building,Food Building,0.0,,,Menards,no_named_place_match,219.1,https://www.openstreetmap.org/way/177770129,consistent_with_written_location,manual_evidence_required
2758.1,Mexican Hat,verified,"East of Chambers St., just south of the Grandstand",-93.1740205,44.9806661,street_corridor,Chambers Street,26.3,,,Mexican Hat,exact_named_place,0.0,https://www.openstreetmap.org/way/177770133,manual_review_15_to_30m,retain_verified
2764.2,Midtown Global Market's El Taco Torro,approximate,"In the Taste of the Midtown Global Market booth at the International Bazaar, east wall",-93.1685625,44.9780625,named_place_or_building,International Bazaar,1.8,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2764.1,Midtown Global Market's Irie Jamaican Express,approximate,"In the Taste of the Midtown Global Market booth at the International Bazaar, east wall",-93.16852394,44.97818845,named_place_or_building,International Bazaar,1.5,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
10877.1,Midway Mens Club,verified,"East side of Underwood St. between Wright & Dan Patch avenues, next to Visitors Plaza",-93.1702901,44.981689,street_segment,Underwood Street between Wright Avenue and Dan Patch Avenue,17.8,Visitors Plaza,8.0,Midway Men's Club,exact_named_place,0.0,https://www.openstreetmap.org/way/177770063,manual_review_15_to_30m,retain_verified
154.1,Mike's Hamburgers,verified,Northeast corner of Carnes Ave. & Nelson St.,-93.171927,44.9800383,street_corner,Carnes Avenue & Nelson Street,21.5,,,,no_named_place_match,,,manual_review_15_to_30m,retain_verified
2776.1,Miller's Flavored Cheese Curds,verified,"East side of Nelson St. between Dan Patch & Carnes avenues, next to the Giant Slide",-93.1719291,44.9801338,street_segment,Nelson Street between Dan Patch Avenue and Carnes Avenue,8.6,Giant Slide,11.5,,no_named_place_match,,,consistent_with_written_location,retain_verified
2780.1,Mini Melts/Wonder Bar,approximate,"East side of Cooper St. between Randall & Wright avenues, at Family Fair at Baldwin Park",-93.169058457692,44.98373886076,street_segment,Cooper Street between Randall Avenue and Wright Avenue,4.7,Baldwin Park,8.0,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
1548.1,Minneapple Pie,verified,South side of Judson Ave. between Nelson & Underwood streets,-93.1716182,44.9787774,street_segment,Judson Avenue between Nelson Street and Underwood Street,21.5,,,,no_named_place_match,,,manual_review_15_to_30m,retain_verified
3718.1,Minnekabob,approximate,South side of Dan Patch Ave. between Underwood & Cooper streets,-93.169281478,44.9810362809,street_segment,Dan Patch Avenue between Underwood Street and Cooper Street,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2784.1,Minnesnowii Shave Ice,approximate,West side of Nelson St. between Dan Patch & Carnes avenues,-93.1720714669,44.9805103688,street_segment,Nelson Street between Dan Patch Avenue and Carnes Avenue,8.9,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2838.1,Minnesota Apples,approximate,"In the Agriculture Horticulture Building, south side",-93.169707068199,44.979031908512,named_place_or_building,Agriculture Horticulture Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2649.1,Minnesota Craft Brewers Guild,approximate,"In the Agriculture Horticulture Building, west side",-93.1703125,44.9793125,named_place_or_building,Agriculture Horticulture Building,0.0,,,Root Beer Hut,no_named_place_match,272.5,https://www.openstreetmap.org/way/177770069,consistent_with_written_location,manual_evidence_required
2878.1,Minnesota Farmers Union Coffee Shop,verified,North side of Dan Patch Ave. between Cooper & Cosgrove streets,-93.1685723,44.9814844,street_segment,Dan Patch Avenue between Cooper Street and Cosgrove Street,40.3,,,Farmers Union,strong_named_place,0.0,https://www.openstreetmap.org/way/177770111,manual_review_conflicting_constraints,retain_verified_with_landmark_exception_review
2886.1,Minnesota Honey Producers Association,approximate,"In the Agriculture Horticulture Building, north side",-93.169711173077,44.979655294964,named_place_or_building,Agriculture Horticulture Building,0.3,,,Minnesota Blue Flame Gas Association,no_named_place_match,219.2,https://www.openstreetmap.org/way/177770016,consistent_with_written_location,manual_evidence_required
4072.1,Minnesota Wine Country,verified,West side of Underwood St. between Carnes & Judson avenues,-93.1708926,44.9793878,street_segment,Underwood Street between Carnes Avenue and Judson Avenue,27.2,,,Minnesota Wine Country,exact_named_place,0.0,https://www.openstreetmap.org/way/177770056,manual_review_15_to_30m,retain_verified
11206.1,Minnesota's Original Apple Fries,approximate,North side of Dan Patch Ave. between Underwood & Cooper streets,-93.170514728205,44.98092835215,street_segment,Dan Patch Avenue between Underwood Street and Cooper Street,21.8,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
3645.1,The Mouth Trap Cheese Curds,approximate,In the Food Building,-93.1699704,44.9802432,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
4057.1,Mr. E's Drink Time,approximate,"In the Food Building, south wall",-93.1699263786,44.9800825466,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
5827.1,Nautical Bowls,approximate,"In the Food Building, center section, north wall",-93.170665495513,44.980883033379,named_place_or_building,Food Building,21.4,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
2941.1,Netterfield's Food Court,approximate,East side of Cooper St. between Wright & Dan Patch avenues,-93.1690456711,44.9811165,street_segment,Cooper Street between Wright Avenue and Dan Patch Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2941.2,Netterfield's Popcorn Stand,approximate,West side of Cooper St. between Dan Patch & Judson avenues,-93.169301686538,44.980337769784,street_segment,Cooper Street between Dan Patch Avenue and Judson Avenue,20.7,,,Corn,no_named_place_match,572.9,https://www.openstreetmap.org/node/12148877487,manual_review_15_to_30m,manual_evidence_required
2953.1,Nitro Ice Cream,approximate,"In the Food Building, northeast corner",-93.169473768,44.9809285,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
256.1,O'Gara's at the Fair,verified,Southwest corner of Dan Patch Ave. & Cosgrove St.,-93.1684059,44.9809198,street_corner,Dan Patch Avenue & Cosgrove Street,33.7,,,O'Gara's at the Fair,exact_named_place,0.0,https://www.openstreetmap.org/way/71279706,manual_review_conflicting_constraints,retain_verified_with_landmark_exception_review
2987.1,Ole and Lena's,approximate,West side of Liggett St. between Carnes & Judson avenues,-93.1755431862,44.9798674,street_segment,Liggett Street between Carnes Avenue and Judson Avenue,13.0,,,Police Substation East,no_named_place_match,565.6,https://www.openstreetmap.org/way/1312495000,consistent_with_written_location,manual_evidence_required
3759.2,Ollie's Crab Fritters,approximate,On the east side of Underwood St. between Murphy and Lee avenues,-93.1703405711,44.9858291,street_segment,Underwood Street between Murphy Avenue and Lee Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2991.1,Oodles of Noodles,approximate,"In the Food Building, east wall",-93.1694991966,44.9805522534,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3008.1,Oven Fresh Brownies,approximate,Southwest corner of Dan Patch Ave. & Cooper St.,-93.1694537,44.9809635,street_corner,Dan Patch Avenue & Cooper Street,28.7,,,Fresh French Fries,no_named_place_match,270.1,https://www.openstreetmap.org/way/177770104,manual_review_15_to_30m,manual_evidence_required
6268.1,Paella Depot,approximate,South side of Judson Ave. between Clough & Nelson streets,-93.1731270859,44.9785097577,street_segment,Judson Avenue between Clough Street and Nelson Street,9.0,,,The Home Depot,no_named_place_match,942.8,https://www.openstreetmap.org/way/773836590,consistent_with_written_location,manual_evidence_required
3020.1,Panda Palace,approximate,"At the International Bazaar, northeast corner",-93.16852394,44.9783869,named_place_or_building,International Bazaar,9.5,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3030.1,Patio Grill,approximate,East side of Nelson St. between Carnes & Judson avenues,-93.1719894077,44.97967113,street_segment,Nelson Street between Carnes Avenue and Judson Avenue,9.0,,,Andy's Grille,no_named_place_match,171.0,https://www.openstreetmap.org/node/12136098524,consistent_with_written_location,manual_evidence_required
8386.1,Peachey's Baking Company,approximate,"North side of Randall Avenue, east of Cosgrove Street, outside the Progress Center",-93.168254037179,44.985340925919,named_place_or_building,Eco Experience Progress Center,22.8,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
252.1,The Peg,verified,Outside southeast side of Agriculture Horticulture Building,-93.1693102,44.9790698,named_place_or_building,Agriculture Horticulture Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,retain_verified
3089.2,The Perfect Pickle,approximate,West side of Underwood St. at Lee Ave.,-93.1705667744,44.9866035671,street_corridor,Underwood Street,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3089.1,The Perfect Pickle,verified,Southwest corner of West Dan Patch Ave. & Liggett St.,-93.1755182,44.9806751,street_corner,West Dan Patch Avenue & Liggett Street,13.0,,,,no_named_place_match,,,consistent_with_written_location,retain_verified
246.1,Peters Hot Dogs,approximate,"In the Food Building, west wall",-93.170328132,44.9805211,named_place_or_building,Food Building,7.6,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3052.1,Peters Hot Dogs,approximate,At Kidway,-93.1697719427,44.9825528,named_place_or_building,Kidway Lot,36.2,,,,no_named_place_match,,,reject_over_30m,keep_withheld_priority_review
8924.1,Peterson's Pork Chops,approximate,South side of Judson Ave. between Nelson & Underwood streets,-93.170533705769,44.97883622648,street_segment,Judson Avenue between Nelson Street and Underwood Street,29.9,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
5910.1,Pickle Barrel Sirloin Tips,approximate,Northeast corner of Judson Ave. & Nelson St.,-93.1720750141,44.978682332,street_corner,Judson Avenue & Nelson Street,11.7,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3060.1,Pickle Dog,verified,South side of Carnes Ave. between Liggett & Chambers streets,-93.1750532,44.9797389,street_segment,Carnes Avenue between Liggett Street and Chambers Street,14.5,,,,no_named_place_match,,,consistent_with_written_location,retain_verified
3066.1,Pizza Wagon,approximate,"West side of Liggett St., just north of Mighty Midway",-93.175473233654,44.980380313561,named_place_or_building,Midway Lot,14.1,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3077.1,Poncho Dogs,approximate,"South side of Carnes Ave. between Clough & Nelson streets, in front of the DNR Building",-93.1728234,44.979217828,street_segment,Carnes Avenue between Clough Street and Nelson Street,73.9,DNR Building,13.3,,no_named_place_match,,,manual_review_conflicting_constraints,manual_evidence_required
3079.2,Poncho Dogs,approximate,South side of Dan Patch Ave. between Cooper & Cosgrove streets,-93.1680419427,44.9810459612,street_segment,Dan Patch Avenue between Cooper Street and Cosgrove Street,9.8,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3079.3,Poncho Dogs,approximate,Southwest corner of Judson Ave. & Clough St.,-93.1737105432,44.978499968,street_corner,Judson Avenue & Clough Street,14.1,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3079.1,Poncho Dogs,approximate,South side of Judson Ave. between Nelson & Underwood streets,-93.1721767286,44.9784803078,street_segment,Judson Avenue between Nelson Street and Underwood Street,12.6,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3095.1,Pretzel Dogs,approximate,West side of Liggett St. between Carnes & Judson avenues,-93.1754759408,44.9789258874,street_segment,Liggett Street between Carnes Avenue and Judson Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3093.1,The Pretzel Factory,approximate,West side of Nelson St. between Carnes & Judson avenues,-93.1722657289,44.9785924,street_segment,Nelson Street between Carnes Avenue and Judson Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3101.1,The Produce Exchange,verified,Northwest corner of Carnes Ave. & Underwood St.,-93.170757,44.9800641,street_corner,Carnes Avenue & Underwood Street,25.5,,,The Produce Exchange,exact_named_place,0.0,https://www.openstreetmap.org/way/177770032,manual_review_15_to_30m,retain_verified
3107.1,Pronto Pups,approximate,West side of Nelson St. between Dan Patch & Carnes avenues,-93.172337428846,44.980368791367,street_segment,Nelson Street between Dan Patch Avenue and Carnes Avenue,27.1,,,Pronto Pups,ambiguous_vendor_identity,104.8,https://www.openstreetmap.org/way/177770052,manual_review_15_to_30m,manual_evidence_required
3109.1,Pronto Pups,approximate,"East side of Underwood St. between Wright & Dan Patch avenues, outside Kidway",-93.169612024359,44.982657899418,street_segment,Underwood Street between Wright Avenue and Dan Patch Avenue,69.8,Kidway Lot,23.6,Pronto Pups,ambiguous_vendor_identity,238.8,https://www.openstreetmap.org/way/177770052,manual_review_conflicting_constraints,manual_evidence_required
3111.1,Pronto Pups,approximate,South side of Dan Patch Ave. between Underwood & Cooper streets,-93.1691601,44.9810355612,street_segment,Dan Patch Avenue between Underwood Street and Cooper Street,9.0,,,Pronto Pups,ambiguous_vendor_identity,129.5,https://www.openstreetmap.org/way/177770052,consistent_with_written_location,manual_evidence_required
3115.1,Pronto Pups,approximate,Southeast corner of Carnes Ave. & Liggett St.,-93.1752507568,44.979777468,street_corner,Carnes Avenue & Liggett Street,14.1,,,Pronto Pups,ambiguous_vendor_identity,343.0,https://www.openstreetmap.org/way/177770052,consistent_with_written_location,manual_evidence_required
1023.1,Pronto Pups,approximate,West side of Underwood St. between Dan Patch & Carnes avenues,-93.1706071716,44.9798917,street_segment,Underwood Street between Dan Patch Avenue and Carnes Avenue,5.0,,,Pronto Pups,ambiguous_vendor_identity,76.0,https://www.openstreetmap.org/way/177770052,consistent_with_written_location,manual_evidence_required
5028.1,Pronto Pups,approximate,East side of Cosgrove St. between Randall & Wright avenues,-93.1679486711,44.9832357,street_segment,Cosgrove Street between Randall Avenue and Wright Avenue,9.0,,,Pronto Pups,ambiguous_vendor_identity,360.0,https://www.openstreetmap.org/way/177770052,consistent_with_written_location,manual_evidence_required
5687.1,Pronto Pups,approximate,North side of Carnes Ave. between Chambers & Nelson streets,-93.1725219883,44.979964047,street_segment,Carnes Avenue between Chambers Street and Nelson Street,9.0,,,Pronto Pups,ambiguous_vendor_identity,135.0,https://www.openstreetmap.org/way/177770052,consistent_with_written_location,manual_evidence_required
7805.1,Pronto Pups,approximate,Northwest corner of Randall Ave. & Cooper St.,-93.1692343432,44.984462732,street_corner,Randall Avenue & Cooper Street,14.1,,,Pronto Pups,ambiguous_vendor_identity,438.9,https://www.openstreetmap.org/way/177770052,consistent_with_written_location,manual_evidence_required
1416.2,Pryes Brewing Pavilion,approximate,"At West End Market, south of Schilling Amphitheater",-93.17760135,44.98157855,named_place_or_building,Schilling Amphitheater,0.0,,,Horton Pavillions,no_named_place_match,486.5,https://www.openstreetmap.org/way/1211678502,consistent_with_written_location,manual_evidence_required
3127.1,Que Viet Concessions,verified,East side of Cooper St. outside the Merch Market,-93.1688966,44.9807643,named_place_or_building,Merchandise Mart,0.0,,,,no_named_place_match,,,consistent_with_written_location,retain_verified
4150.1,Quench’d: Lemonade/Bottled Water,approximate,South side of Dan Patch Ave. between Nelson & Underwood streets,-93.171254906238,44.981083733961,street_segment,Dan Patch Avenue between Nelson Street and Underwood Street,1.1,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3759.1,Quesadilla Junction,approximate,On the east side of Underwood St. between Murphy and Lee avenues,-93.1703405711,44.9858291,street_segment,Underwood Street between Murphy Avenue and Lee Avenue,9.0,,,Italian Junction,no_named_place_match,542.0,https://www.openstreetmap.org/way/177770088,consistent_with_written_location,manual_evidence_required
2529.1,R&R Ice Cream,approximate,Southeast corner of Randall Ave. & Underwood St.,-93.170250894958,44.984328917877,street_corner,Randall Avenue & Underwood Street,19.1,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
3131.1,Ragin Cajun,approximate,"In The Garden, west wall",-93.1702885286,44.9809547534,named_place_or_building,Treasure Island | The Garden,4.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
1856.1,RC Cola,approximate,East side of Underwood St. outside Visitors Plaza,-93.16993026,44.9815531,named_place_or_building,Visitors Plaza,1.4,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3217.1,RC's BBQ,verified,North side of West Dan Patch Ave. between Liggett & Chambers streets,-93.1748973,44.9811008,street_segment,West Dan Patch Avenue between Liggett Street and Chambers Street,39.0,,,RC's BBQ,exact_named_place,0.0,https://www.openstreetmap.org/way/177770031,manual_review_conflicting_constraints,retain_verified_with_landmark_exception_review
3173.1,Rice Kristie Bars,approximate,North side of Carnes Ave. between Nelson & Underwood streets,-93.1705436,44.9799726388,street_segment,Carnes Avenue between Nelson Street and Underwood Street,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
5275.1,Richie's Cheese Curd Tacos,approximate,West side of Chambers St. between West Dan Patch & Carnes avenues,-93.1745980289,44.9807764,street_segment,Chambers Street between West Dan Patch Avenue and Carnes Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
