id,name,coordinate_status,booth_location,candidate_longitude,candidate_latitude,match_class,vendor_same_name_count,osm_name_match_count,osm_type,osm_id,osm_name,osm_address,osm_longitude,osm_latitude,name_score,candidate_to_osm_m,osm_url,few_feet_field_check
2120.2,L & B Cotton Candy,withheld,Northwest corner of Dan Patch Ave. & Underwood St.,-93.171891790385,44.980366205068,no_named_place_match,3,0,,,,,,,,,,required
2120.3,L & B Cotton Candy,missing,Southwest corner of Carnes Ave. & Nelson St.,,,no_named_place_match,3,0,,,,,,,,,,required
2120.1,L & B Cotton Candy,withheld,South side of Judson Ave. between Nelson & Underwood streets,-93.171020259615,44.979530674574,no_named_place_match,3,0,,,,,,,,,,required
241.1,Leimon's Pizzeria,withheld,At Mighty Midway,-93.175851257692,44.979704892994,no_named_place_match,1,0,,,,,,,,,,required
5171.1,Libby's Ice Cream & Co.,withheld,"Located south of the Grandstand Building, under the Grandstand Ramp",-93.174187344299,44.981594712132,no_named_place_match,1,0,,,,,,,,,,required
2681.1,Libby's Soft Serve 16 Flavors,withheld,East side of Cosgrove St. outside the Education Building,-93.167894653846,44.982555949367,no_named_place_match,1,0,,,,,,,,,,required
3477.1,Licorice Ropes,withheld,"In the Grandstand, lower level, east section",-93.172642234615,44.981200253165,no_named_place_match,1,0,way,177770081,State Fair Corn Roast,Dan Patch Avenue,-93.1716035,44.9808409,0.5833,90.9,https://www.openstreetmap.org/way/177770081,required
3386.2,Loon Lake Iced Tea,withheld,West side of Underwood St. between Wright & Dan Patch avenues,-93.171913342308,44.983514440728,no_named_place_match,1,0,,,,,,,,,,required
2708.1,Luigi Fries,withheld,Northeast corner of Carnes Ave. & Nelson St.,-93.17245278335,44.980102213089,no_named_place_match,1,0,,,,,,,,,,required
1416.1,LuLu's Public House,verified,"At West End Market, south of Schilling Amphitheater",-93.1776071,44.9812286,exact_named_place,1,1,way,177770113,Lulu's Public House,,-93.1776172,44.9812046,1.0,2.8,https://www.openstreetmap.org/way/177770113,recommended
9067.1,Lumpia City,withheld,West side of Liggett St. between Carnes & Judson avenues,-93.174125542455,44.979857085169,no_named_place_match,1,0,,,,,,,,,,required
2710.1,The Lunch Box,verified,"East side of Cooper St. between Wright & Dan Patch avenues, south of the Home Improvement Building",-93.1689096,44.9816333,exact_named_place,1,1,way,177770098,The Lunch Box,1350 Cooper Street,-93.168864,44.9815758,1.0,7.3,https://www.openstreetmap.org/way/177770098,required
2673.1,Luther Auto Pit Stop,withheld,"East side of Cooper St. between Dan Patch and Judson avenues, just south of the Bandshell",-93.169006117308,44.979987669065,no_named_place_match,1,0,,,,,,,,,,required
2719.1,Lynn's Lefse,withheld,"In the Food Building, south wall",-93.168827331879,44.97908187514,no_named_place_match,1,0,,,,,,,,,,required
2727.1,Mac's Grille,withheld,"In the Food Building, south wall",-93.169814006238,44.980146708644,no_named_place_match,1,0,node,12136098524,Andy's Grille,,-93.1741605,44.9797511,0.7826,344.7,https://www.openstreetmap.org/node/12136098524,required
10914.1,Magdalena's Chimney Cakes,withheld,North side of Judson Ave. between Clough & Nelson streets,-93.174369229575,44.979692495783,no_named_place_match,1,0,,,,,,,,,,required
198.1,Mancini's al Fresco,verified,North side of Carnes Ave. between Nelson & Underwood streets,-93.1716697,44.9801006,no_named_place_match,1,0,way,177770021,Mancini's / French Crepes,,-93.1717389,44.9800992,0.65,5.4,https://www.openstreetmap.org/way/177770021,recommended
2737.1,Manny's Tortas,withheld,"In the Food Building, northeast section",-93.17093205641,44.979793268332,no_named_place_match,1,0,,,,,,,,,,required
2743.1,Mario's,withheld,"In the Food Building, northwest section",-93.168750476282,44.980849972001,no_named_place_match,1,0,way,177770129,Menards,1390 Cooper Street,-93.1687813,44.982571,0.6154,191.4,https://www.openstreetmap.org/way/177770129,required
2758.1,Mexican Hat,withheld,"East of Chambers St., just south of the Grandstand",-93.175460028846,44.981503695768,exact_named_place,1,1,way,177770133,Mexican Hat,,-93.1740743,44.9806755,1.0,142.7,https://www.openstreetmap.org/way/177770133,required
2764.2,Midtown Global Market's El Taco Torro,withheld,"In the Taste of the Midtown Global Market booth at the International Bazaar, east wall",-93.169702040007,44.979363825076,no_named_place_match,1,0,,,,,,,,,,required
2764.1,Midtown Global Market's Irie Jamaican Express,withheld,"In the Taste of the Midtown Global Market booth at the International Bazaar, east wall",-93.169753322058,44.979219680932,no_named_place_match,1,0,,,,,,,,,,required
10877.1,Midway Mens Club,verified,"East side of Underwood St. between Wright & Dan Patch avenues, next to Visitors Plaza",-93.1702901,44.981689,exact_named_place,1,1,way,177770063,Midway Men's Club,,-93.1702818,44.9816581,1.0,3.5,https://www.openstreetmap.org/way/177770063,recommended
154.1,Mike's Hamburgers,verified,Northeast corner of Carnes Ave. & Nelson St.,-93.171927,44.9800383,no_named_place_match,1,0,,,,,,,,,,recommended
2776.1,Miller's Flavored Cheese Curds,verified,"East side of Nelson St. between Dan Patch & Carnes avenues, next to the Giant Slide",-93.1719291,44.9801338,no_named_place_match,1,0,,,,,,,,,,recommended
2780.1,Mini Melts/Wonder Bar,withheld,"East side of Cooper St. between Randall & Wright avenues, at Family Fair at Baldwin Park",-93.169058457692,44.98373886076,no_named_place_match,1,0,,,,,,,,,,required
1548.1,Minneapple Pie,verified,South side of Judson Ave. between Nelson & Underwood streets,-93.1716182,44.9787774,no_named_place_match,1,0,,,,,,,,,,recommended
3718.1,Minnekabob,withheld,South side of Dan Patch Ave. between Underwood & Cooper streets,-93.169270224359,44.982066807311,no_named_place_match,1,0,,,,,,,,,,required
2784.1,Minnesnowii Shave Ice,withheld,West side of Nelson St. between Dan Patch & Carnes avenues,-93.172362059615,44.980554920863,no_named_place_match,1,0,,,,,,,,,,required
2838.1,Minnesota Apples,withheld,"In the Agriculture Horticulture Building, south side",-93.169707068199,44.979031908512,no_named_place_match,1,0,,,,,,,,,,required
2649.1,Minnesota Craft Brewers Guild,withheld,"In the Agriculture Horticulture Building, west side",-93.169644785256,44.980053087692,no_named_place_match,1,0,way,177770069,Root Beer Hut,1765 Carnes Avenue,-93.1736658,44.9800205,0.5625,316.3,https://www.openstreetmap.org/way/177770069,required
2878.1,Minnesota Farmers Union Coffee Shop,verified,North side of Dan Patch Ave. between Cooper & Cosgrove streets,-93.1685723,44.9814844,strong_named_place,1,0,way,177770111,Farmers Union,1635 Dan Patch Avenue,-93.1686256,44.9814619,0.92,4.9,https://www.openstreetmap.org/way/177770111,recommended
2886.1,Minnesota Honey Producers Association,withheld,"In the Agriculture Horticulture Building, north side",-93.169711173077,44.979655294964,no_named_place_match,1,0,way,177770016,Minnesota Blue Flame Gas Association,1311 Nelson Street,-93.1723751,44.9804346,0.6038,226.7,https://www.openstreetmap.org/way/177770016,required
4072.1,Minnesota Wine Country,verified,West side of Underwood St. between Carnes & Judson avenues,-93.1708926,44.9793878,exact_named_place,1,1,way,177770056,Minnesota Wine Country,1271 Underwood Street,-93.1709172,44.9793794,1.0,2.1,https://www.openstreetmap.org/way/177770056,recommended
11206.1,Minnesota's Original Apple Fries,withheld,North side of Dan Patch Ave. between Underwood & Cooper streets,-93.170514728205,44.98092835215,no_named_place_match,1,0,,,,,,,,,,required
3645.1,The Mouth Trap Cheese Curds,withheld,In the Food Building,-93.1699704,44.9802432,no_named_place_match,1,0,,,,,,,,,,required
4057.1,Mr. E's Drink Time,withheld,"In the Food Building, south wall",-93.171263940401,44.98115639984,no_named_place_match,1,0,,,,,,,,,,required
5827.1,Nautical Bowls,withheld,"In the Food Building, center section, north wall",-93.170665495513,44.980883033379,no_named_place_match,1,0,,,,,,,,,,required
2941.1,Netterfield's Food Court,withheld,East side of Cooper St. between Wright & Dan Patch avenues,-93.170473308333,44.981079118673,no_named_place_match,1,0,,,,,,,,,,required
2941.2,Netterfield's Popcorn Stand,withheld,West side of Cooper St. between Dan Patch & Judson avenues,-93.169301686538,44.980337769784,no_named_place_match,1,0,node,12148877487,Corn,,-93.1706031,44.9854069,0.92,572.9,https://www.openstreetmap.org/node/12148877487,required
2953.1,Nitro Ice Cream,withheld,"In the Food Building, northeast corner",-93.168161214103,44.981420077127,no_named_place_match,1,0,,,,,,,,,,required
256.1,O'Gara's at the Fair,verified,Southwest corner of Dan Patch Ave. & Cosgrove St.,-93.1684059,44.9809198,exact_named_place,1,1,way,71279706,O'Gara's at the Fair,1626 Dan Patch Avenue,-93.168411,44.9808538,1.0,7.3,https://www.openstreetmap.org/way/71279706,recommended
2987.1,Ole and Lena's,withheld,West side of Liggett St. between Carnes & Judson avenues,-93.176937875,44.980470828829,no_named_place_match,1,0,way,1312495000,Police Substation East,1321 Cosgrove Street,-93.1683682,44.9806919,0.5714,674.5,https://www.openstreetmap.org/way/1312495000,required
3759.2,Ollie's Crab Fritters,withheld,On the east side of Underwood St. between Murphy and Lee avenues,-93.1705577,44.9838769,no_named_place_match,1,0,,,,,,,,,,required
2991.1,Oodles of Noodles,withheld,"In the Food Building, east wall",-93.168417624359,44.981174004926,no_named_place_match,1,0,,,,,,,,,,required
3008.1,Oven Fresh Brownies,missing,Southwest corner of Dan Patch Ave. & Cooper St.,,,no_named_place_match,1,0,way,177770104,Fresh French Fries,1701 Judson Avenue,-93.1712103,44.9787867,0.5946,,https://www.openstreetmap.org/way/177770104,required
6268.1,Paella Depot,withheld,South side of Judson Ave. between Clough & Nelson streets,-93.173123161727,44.977466042152,no_named_place_match,1,0,way,773836590,The Home Depot,1555 Underwood Street,-93.1708885,44.9869245,0.6364,1066.3,https://www.openstreetmap.org/way/773836590,required
3020.1,Panda Palace,withheld,"At the International Bazaar, northeast corner",-93.167854147436,44.977922785015,no_named_place_match,1,0,way,18208312,Buford Place,,-93.1794372,44.9852937,0.5833,1225.5,https://www.openstreetmap.org/way/18208312,required
3030.1,Patio Grill,withheld,East side of Nelson St. between Carnes & Judson avenues,-93.173235129487,44.979696033755,no_named_place_match,1,0,node,12136098524,Andy's Grille,,-93.1741605,44.9797511,0.6087,73.0,https://www.openstreetmap.org/node/12136098524,required
8386.1,Peachey's Baking Company,withheld,"North side of Randall Avenue, east of Cosgrove Street, outside the Progress Center",-93.168254037179,44.985340925919,no_named_place_match,1,0,,,,,,,,,,required
252.1,The Peg,verified,Outside southeast side of Agriculture Horticulture Building,-93.1693102,44.9790698,no_named_place_match,1,0,,,,,,,,,,required
3089.2,The Perfect Pickle,withheld,West side of Underwood St. at Lee Ave.,-93.171691809615,44.986605695897,no_named_place_match,2,0,,,,,,,,,,required
3089.1,The Perfect Pickle,verified,Southwest corner of West Dan Patch Ave. & Liggett St.,-93.1755182,44.9806751,no_named_place_match,2,0,,,,,,,,,,recommended
246.1,Peters Hot Dogs,withheld,"In the Food Building, west wall",-93.171285353846,44.980748043943,no_named_place_match,2,0,,,,,,,,,,required
3052.1,Peters Hot Dogs,withheld,At Kidway,-93.171735587179,44.981903989241,no_named_place_match,2,0,,,,,,,,,,required
8924.1,Peterson's Pork Chops,withheld,South side of Judson Ave. between Nelson & Underwood streets,-93.170533705769,44.97883622648,no_named_place_match,1,0,,,,,,,,,,required
5910.1,Pickle Barrel Sirloin Tips,missing,Northeast corner of Judson Ave. & Nelson St.,,,no_named_place_match,1,0,,,,,,,,,,required
3060.1,Pickle Dog,verified,South side of Carnes Ave. between Liggett & Chambers streets,-93.1750532,44.9797389,no_named_place_match,1,0,,,,,,,,,,recommended
3066.1,Pizza Wagon,withheld,"West side of Liggett St., just north of Mighty Midway",-93.175473233654,44.980380313561,no_named_place_match,1,0,,,,,,,,,,required
3077.1,Poncho Dogs,withheld,"South side of Carnes Ave. between Clough & Nelson streets, in front of the DNR Building",-93.171631410577,44.980579265168,no_named_place_match,4,0,,,,,,,,,,required
3079.2,Poncho Dogs,withheld,South side of Dan Patch Ave. between Cooper & Cosgrove streets,-93.167913463462,44.981518860458,no_named_place_match,4,0,,,,,,,,,,required
3079.3,Poncho Dogs,withheld,Southwest corner of Judson Ave. & Clough St.,-93.175083399359,44.978101568864,no_named_place_match,4,0,,,,,,,,,,required
3079.1,Poncho Dogs,withheld,South side of Judson Ave. between Nelson & Underwood streets,-93.172881254487,44.979400116793,no_named_place_match,4,0,,,,,,,,,,required
3095.1,Pretzel Dogs,withheld,West side of Liggett St. between Carnes & Judson avenues,-93.176421138665,44.978916659608,no_named_place_match,1,0,,,,,,,,,,required
3093.1,The Pretzel Factory,withheld,West side of Nelson St. between Carnes & Judson avenues,-93.170878969231,44.978286593428,no_named_place_match,1,0,,,,,,,,,,required
3101.1,The Produce Exchange,verified,Northwest corner of Carnes Ave. & Underwood St.,-93.170757,44.9800641,exact_named_place,1,1,way,177770032,The Produce Exchange,,-93.1707699,44.9800505,1.0,1.8,https://www.openstreetmap.org/way/177770032,recommended
3107.1,Pronto Pups,withheld,West side of Nelson St. between Dan Patch & Carnes avenues,-93.172337428846,44.980368791367,ambiguous_vendor_identity,8,1,way,177770052,Pronto Pups,1315 Underwood Street,-93.1708771,44.980615,1.0,118.1,https://www.openstreetmap.org/way/177770052,required
3109.1,Pronto Pups,withheld,"East side of Underwood St. between Wright & Dan Patch avenues, outside Kidway",-93.169612024359,44.982657899418,ambiguous_vendor_identity,8,1,way,177770052,Pronto Pups,1315 Underwood Street,-93.1708771,44.980615,1.0,248.0,https://www.openstreetmap.org/way/177770052,required
3111.1,Pronto Pups,withheld,South side of Dan Patch Ave. between Underwood & Cooper streets,-93.169165639744,44.980400140644,ambiguous_vendor_identity,8,1,way,177770052,Pronto Pups,1315 Underwood Street,-93.1708771,44.980615,1.0,136.7,https://www.openstreetmap.org/way/177770052,required
3115.1,Pronto Pups,missing,Southeast corner of Carnes Ave. & Liggett St.,,,ambiguous_vendor_identity,8,1,way,177770052,Pronto Pups,1315 Underwood Street,-93.1708771,44.980615,1.0,,https://www.openstreetmap.org/way/177770052,required
1023.1,Pronto Pups,withheld,West side of Underwood St. between Dan Patch & Carnes avenues,-93.171730824359,44.979595388554,ambiguous_vendor_identity,8,1,way,177770052,Pronto Pups,1315 Underwood Street,-93.1708771,44.980615,1.0,131.8,https://www.openstreetmap.org/way/177770052,required
5028.1,Pronto Pups,withheld,East side of Cosgrove St. between Randall & Wright avenues,-93.169436747436,44.982996216087,ambiguous_vendor_identity,8,1,way,177770052,Pronto Pups,1315 Underwood Street,-93.1708771,44.980615,1.0,288.0,https://www.openstreetmap.org/way/177770052,required
5687.1,Pronto Pups,withheld,North side of Carnes Ave. between Chambers & Nelson streets,-93.172529664103,44.980542087368,ambiguous_vendor_identity,8,1,way,177770052,Pronto Pups,1315 Underwood Street,-93.1708771,44.980615,1.0,130.2,https://www.openstreetmap.org/way/177770052,required
7805.1,Pronto Pups,withheld,Northwest corner of Randall Ave. & Cooper St.,-93.167987884615,44.983609593493,ambiguous_vendor_identity,8,1,way,177770052,Pronto Pups,1315 Underwood Street,-93.1708771,44.980615,1.0,403.1,https://www.openstreetmap.org/way/177770052,required
1416.2,Pryes Brewing Pavilion,withheld,"At West End Market, south of Schilling Amphitheater",-93.178766901923,44.980929195282,no_named_place_match,1,0,way,1211678502,Horton Pavillions,,-93.1713663,44.9820584,0.5641,595.5,https://www.openstreetmap.org/way/1211678502,required
3127.1,Que Viet Concessions,verified,East side of Cooper St. outside the Merch Market,-93.1688966,44.9807643,no_named_place_match,1,0,,,,,,,,,,recommended
4150.1,Quench’d: Lemonade/Bottled Water,withheld,South side of Dan Patch Ave. between Nelson & Underwood streets,-93.171254906238,44.981083733961,no_named_place_match,1,0,,,,,,,,,,required
3759.1,Quesadilla Junction,withheld,On the east side of Underwood St. between Murphy and Lee avenues,-93.1705577,44.9838769,no_named_place_match,1,0,way,177770088,Italian Junction,1710 Dan Patch Avenue,-93.1715052,44.9809534,0.6857,333.5,https://www.openstreetmap.org/way/177770088,required
2529.1,R&R Ice Cream,withheld,Southeast corner of Randall Ave. & Underwood St.,-93.170250894958,44.984328917877,no_named_place_match,1,0,,,,,,,,,,required
3131.1,Ragin Cajun,withheld,"In The Garden, west wall",-93.170698641026,44.979889237085,no_named_place_match,1,0,node,11218875084,Saint Paul,,-93.1672714,44.9786938,0.5714,300.6,https://www.openstreetmap.org/node/11218875084,required
1856.1,RC Cola,withheld,East side of Underwood St. outside Visitors Plaza,-93.171771571154,44.982257403353,no_named_place_match,1,0,,,,,,,,,,required
3217.1,RC's BBQ,verified,North side of West Dan Patch Ave. between Liggett & Chambers streets,-93.1748973,44.9811008,exact_named_place,1,1,way,177770031,RC's BBQ,1801 Dan Patch Avenue,-93.1749544,44.981046,1.0,7.6,https://www.openstreetmap.org/way/177770031,recommended
3173.1,Rice Kristie Bars,withheld,North side of Carnes Ave. between Nelson & Underwood streets,-93.170140046154,44.980689031817,no_named_place_match,1,0,,,,,,,,,,required
5275.1,Richie's Cheese Curd Tacos,withheld,West side of Chambers St. between West Dan Patch & Carnes avenues,-93.173095059981,44.980933462565,no_named_place_match,1,0,,,,,,,,,,required
5754.1,Rick's Pizza,verified,West side of Cosgrove St. between Wright & Dan Patch avenues,-93.1682909,44.9814558,no_named_place_match,2,0,,,,,,,,,,recommended
5754.2,Rick's Pizza,withheld,West side of Cooper St. between Murphy & Lee avenues,-93.1694244,44.9867388,no_named_place_match,2,0,,,,,,,,,,required
5754.3,Funnel Cakes & Elephant Ears,withheld,South side of Randall Ave. between Underwood & Cooper streets,-93.169593,44.9844182,no_named_place_match,1,0,,,,,,,,,,required
11056.1,Roon's Savories,verified,West side of Liggett St. between Carnes & Judson avenues,-93.1752848,44.9781329,no_named_place_match,1,0,,,,,,,,,,recommended
3404.1,Root Beer Hut,verified,North side of Carnes Ave. between Chambers & Nelson streets,-93.1736472,44.9800207,exact_named_place,1,1,way,177770069,Root Beer Hut,1765 Carnes Avenue,-93.1736658,44.9800205,1.0,1.5,https://www.openstreetmap.org/way/177770069,recommended
792.1,Rooted & Wild by Snack House,withheld,"In the Lee & Rose Warner Coliseum, south side",-93.173614572436,44.978486090997,no_named_place_match,1,0,,,,,,,,,,required
3766.1,Route 66 Roadhouse Chicken,withheld,"In the Food Building, northwest corner",-93.170000584615,44.980345189873,no_named_place_match,1,0,,,,,,,,,,required
792.2,Sabino's Pizza Pies,withheld,"In the Lee & Rose Warner Coliseum, north side",-93.175331005769,44.978838583576,no_named_place_match,1,0,,,,,,,,,,required
10369.1,Sadies Classics Frozen Custard,withheld,"West side of Underwood St., just north of Carnes Ave.",-93.169973501012,44.979564451582,no_named_place_match,1,0,,,,,,,,,,required
3231.1,Salem Lutheran Church Dining Hall,verified,"North side of Randall Ave., just south of the Progress Center",-93.1678234,44.9845954,no_named_place_match,1,0,way,239192031,Salem Lutheran Dining Hall - Swedish Egg Coffee,1615 Randall Avenue,-93.1678156,44.9845882,0.6667,1.0,https://www.openstreetmap.org/way/239192031,recommended
3235.1,San Felipe Tacos,withheld,Southwest corner of Dan Patch Ave. & Underwood St.,-93.169450288462,44.98203281107,no_named_place_match,1,0,way,157892106,Dan Elmer Way,,-93.1710705,44.9862533,0.5517,486.3,https://www.openstreetmap.org/way/157892106,required
3239.1,The Sandwich Stop,verified,West side of Clough St. between Carnes & Judson avenues,-93.1733813,44.9789745,no_named_place_match,1,0,,,,,,,,,,recommended
1288.1,Sara's Tipsy Pies,withheld,"In the Food Building, northwest wall",-93.169951323077,44.980479582734,no_named_place_match,1,0,,,,,,,,,,required
9531.1,Saturday Dumpling Co.,withheld,"In the Food Building, east wall",-93.168427871154,44.979787928835,no_named_place_match,1,0,,,,,,,,,,required
3247.1,Sausage by Cynthia,withheld,North side of Judson Ave. between Nelson & Underwood streets,-93.17310056791,44.977866724026,no_named_place_match,1,0,,,,,,,,,,required
3249.1,Sausage Express,withheld,North side of Dan Patch Ave. between Nelson & Underwood streets,-93.170311162821,44.980465741266,no_named_place_match,1,0,,,,,,,,,,required
12916.1,Sausage Sister & Me,withheld,"In the Food Building, east wall",-93.169350244868,44.980420343544,no_named_place_match,1,0,,,,,,,,,,required
3769.1,Scotch Eggs,withheld,West side of Liggett St. between Carnes & Judson avenues,-93.175450142308,44.979513482014,no_named_place_match,1,0,,,,,,,,,,required
3276.1,Shanghai Henri's,verified,"At the International Bazaar, north section",-93.1693112,44.9784212,no_named_place_match,1,0,way,130819064,Shanghai Market,1546 Como Avenue,-93.1654628,44.9770212,0.6667,340.4,https://www.openstreetmap.org/way/130819064,recommended
1573.1,Shrimp Shack,withheld,West side of Underwood St. between Carnes & Judson avenues,-93.17120962726,44.978846993366,no_named_place_match,1,0,,,,,,,,,,required
215.1,Simply Nuts & More,withheld,"In the Lee & Rose Warner Coliseum, east side",-93.1745529,44.9781951,no_named_place_match,1,0,,,,,,,,,,required
2084.2,Smokey's Grill,withheld,South side of Murphy Ave. between Underwood & Cooper streets,-93.1695298,44.9870282,no_named_place_match,1,0,node,9498988656,Smokey The Bear,,-93.1729132,44.9796205,0.6667,865.6,https://www.openstreetmap.org/node/9498988656,required
5581.1,Smoothies,withheld,East side of Underwood St. between Murphy & Lee avenues,-93.1701963,44.9868911,no_named_place_match,1,0,,,,,,,,,,required
5052.1,Solem's Cheese Curds,withheld,East side of Underwood St. between Murphy & Lee avenues,-93.1702056,44.9864309,no_named_place_match,1,0,,,,,,,,,,required
5052.3,Solem's French Fries,withheld,East side of Underwood St. between Murphy & Lee avenues,-93.1702056,44.9864309,no_named_place_match,1,0,way,177770115,Fresh French Fries,,-93.1750955,44.9802011,0.7568,792.3,https://www.openstreetmap.org/way/177770115,required
5052.2,Solem's Mini Donuts,withheld,East side of Underwood St. between Murphy & Lee avenues,-93.1702056,44.9864309,no_named_place_match,1,0,way,177770079,Tiny Tim Donuts,1769 Carnes Avenue,-93.1737794,44.9800279,0.6061,765.5,https://www.openstreetmap.org/way/177770079,required
3332.1,Sonny's Fair Food,withheld,"In the Food Building, northwest section",-93.168608849359,44.98116161706,no_named_place_match,1,0,,,,,,,,,,required
5799.1,Soul Bowl,withheld,"In the Food Building, east wall",-93.168502725641,44.979993824746,no_named_place_match,1,0,,,,,,,,,,required
3340.1,Spaghetti Eddies,verified,East side of Cooper St. outside the Merch Market,-93.168897,44.9807323,no_named_place_match,1,0,,,,,,,,,,recommended
8073.1,SPAM,withheld,"Located south of the Grandstand Building, under the Grandstand Ramp",-93.17482836994,44.981684802222,no_named_place_match,1,0,,,,,,,,,,required
5175.1,Spinning Wylde,withheld,"Located north of Wright Ave. between Cooper & Cosgrove streets, at Family Fair at Baldwin Park",-93.167733014103,44.982688331454,no_named_place_match,1,0,,,,,,,,,,required
257.1,Steichen's Grocery & Deli,withheld,"In the Commissary building, just north of the Sheep & Poultry Barn",-93.174651815259,44.978967488752,no_named_place_match,1,0,way,130819068,Nelson Cheese & Deli,1562 Como Avenue,-93.1662747,44.977086,0.625,691.3,https://www.openstreetmap.org/way/130819068,required
3386.1,Strawberries 'N Creme,verified,West side of Underwood St. at Wright Ave.,-93.170747,44.984002,no_named_place_match,1,0,,,,,,,,,,recommended
9260.1,The Strawberry Patch,verified,West side of Liggett St. between Carnes & Judson avenues,-93.1756591,44.9792484,no_named_place_match,1,0,,,,,,,,,,recommended
3394.1,Sugar Shack,withheld,At the Mighty Midway,-93.177235873077,44.980200388489,no_named_place_match,1,0,way,177770131,Bayou Bob's Gator Shack,1726 Dan Patch Avenue,-93.1717412,44.9808127,0.6061,437.5,https://www.openstreetmap.org/way/177770131,required
3398.1,Summer Lakes Boat House,verified,Southwest corner of Randall Ave. & Underwood St.,-93.1707496,44.9840099,no_named_place_match,1,0,,,,,,,,,,recommended
3276.2,Summit On A Stick,withheld,"At the International Bazaar, north section",-93.1691058,44.9780534,no_named_place_match,1,0,node,9066981317,Math On-A-Stick,,-93.168286,44.9841595,0.8125,682.0,https://www.openstreetmap.org/node/9066981317,required
3408.1,Super Dog,withheld,east side of Liggett Street between West Dan Patch and Carnes avenues,-93.176094986179,44.979555170138,no_named_place_match,1,0,node,11227582236,Dairy Dog,,-93.1707902,44.978503,0.5556,433.3,https://www.openstreetmap.org/node/11227582236,required
3412.1,Sweet & Sour USA,withheld,"In the Lee & Rose Warner Coliseum, south wall",-93.175783639681,44.978339509055,no_named_place_match,1,0,way,68169471,Sheep & Poultry Barn,1785 Judson Avenue,-93.1744762,44.9789722,0.65,124.6,https://www.openstreetmap.org/way/68169471,required
2079.1,Sweet Martha's Cookie Jar,withheld,North side of West Dan Patch Ave. between Liggett & Chambers streets,-93.173640357692,44.98006676588,ambiguous_vendor_identity,3,1,way,177770034,Sweet Martha's Cookie Jar,1710 Carnes Avenue,-93.171537,44.9796391,1.0,172.1,https://www.openstreetmap.org/way/177770034,required
3983.1,Sweet Martha's Cookie Jar,verified,South side of Carnes Ave. between Nelson & Underwood streets,-93.1715896,44.9797695,ambiguous_vendor_identity,3,1,way,177770034,Sweet Martha's Cookie Jar,1710 Carnes Avenue,-93.171537,44.9796391,1.0,15.1,https://www.openstreetmap.org/way/177770034,recommended
3981.1,Sweet Martha's Cookie Jar,withheld,West side of Underwood St. between Murphy & Lee avenues,-93.171870286538,44.987169390239,ambiguous_vendor_identity,3,0,way,177770034,Sweet Martha's Cookie Jar,1710 Carnes Avenue,-93.171537,44.9796391,1.0,837.7,https://www.openstreetmap.org/way/177770034,required
1509.1,Sweets & Treats,withheld,North side of Dan Patch Ave. between Underwood & Cooper streets,-93.170089029487,44.98229727677,no_named_place_match,2,0,way,68169471,Sheep & Poultry Barn,1785 Judson Avenue,-93.1744762,44.9789722,0.5641,505.7,https://www.openstreetmap.org/way/68169471,required
1509.2,Sweets & Treats,withheld,At Kidway,-93.1700536,44.9827569,no_named_place_match,2,0,way,68169471,Sheep & Poultry Barn,1785 Judson Avenue,-93.1744762,44.9789722,0.5641,546.0,https://www.openstreetmap.org/way/68169471,required
792.4,Swine & Spuds,withheld,"In the Lee & Rose Warner Coliseum, northeast corner",-93.17225460208,44.979240459781,no_named_place_match,1,0,way,71279703,Swine Barn,1227 Stevens Street,-93.1779995,44.9780896,0.64,469.6,https://www.openstreetmap.org/way/71279703,required
8535.1,Tasti Whip,withheld,Located on the northwest corner of Dan Patch Ave. & Underwood St.,-93.1708134,44.981263985612,no_named_place_match,1,0,,,,,,,,,,required
5581.2,Taulelle's Jurassic Corn Dogs,withheld,East side of Underwood St. between Murphy & Lee avenues,-93.1701963,44.9868911,possible_named_place,1,0,node,12148877487,Corn,,-93.1706031,44.9854069,0.92,168.1,https://www.openstreetmap.org/node/12148877487,required
3436.1,Tejas Express,withheld,"In The Garden, north wall",-93.168996351282,44.98179751625,no_named_place_match,1,0,,,,,,,,,,required
6137.1,Three Sisters Concessions,withheld,"North side of Judson Ave., outside the Horse Barn",-93.177128282051,44.979453648713,no_named_place_match,1,0,,,,,,,,,,required
1948.1,Tino's Pizza on a Stick,withheld,South side of Carnes Ave. at Chambers St.,-93.17386817328,44.980287329012,no_named_place_match,1,0,node,9066981317,Math On-A-Stick,,-93.168286,44.9841595,0.6486,614.9,https://www.openstreetmap.org/node/9066981317,required
3792.1,Tiny Tim Donuts,verified,North side of Carnes Ave. between Chambers & Clough streets,-93.1737502,44.9800518,exact_named_place,1,1,way,177770079,Tiny Tim Donuts,1769 Carnes Avenue,-93.1737794,44.9800279,1.0,3.5,https://www.openstreetmap.org/way/177770079,recommended
1511.2,Tom Thumb Donuts,withheld,"West side of Cooper St. between Wright & Dan Patch avenues, at Kidway",-93.170635573077,44.981201815486,no_named_place_match,1,0,way,177770079,Tiny Tim Donuts,1769 Carnes Avenue,-93.1737794,44.9800279,0.7097,279.6,https://www.openstreetmap.org/way/177770079,required
